noted_date,temp,type
2018-09-22,34.0,hot
2018-09-30,34.0,hot
2018-10-11,34.0,hot
2018-09-29,33.7875,hot
2018-10-12,33.48979591836735,hot
2018-09-06,27.411167512690355,cold
2018-09-05,27.88888888888889,cold
2018-12-04,28.119230769230768,cold
2018-12-06,28.267123287671232,cold
2018-11-27,28.448275862068964,cold
